Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
45.85198695998558,30.82009929994308,10.116850613259087,12.855416802153686,95.86277162370648,30.414682801405956,85.02585398094978,90.4742551167187,11.281726839757479,46.914793543497055,48.72151923166334,0.5629770390599309
43.14846236486103,76.55107466375472,65.28712692175066,86.47153310420082,45.0182871981681,9.566973645743126,28.457189864791786,49.87493961760503,33.70508956667335,31.847830017038635,34.702868781477534,37.96099917349689
5.200629798906354,30.932202003431264,17.52610493760377,37.98785791266822,55.204614072152324,90.7196410042415,77.49959176856166,65.28226715615074,14.823385868296956,66.03949164162508,87.01302787452407,86.9146610248983
83.70847443987327,4.294707720686841,27.793451979768967,96.92718426646401,2.660988329654135,53.37277079588253,2.660007790027785,11.592023060800749,59.32662161615656,86.42741152505404,6.2601385294236085,29.45914843702426
44.107966953076236,31.80253686593897,66.21020841448968,5.6710489237794315,99.35486179412358,5.335753923673225,77.28443127298824,99.72665534354668,73.85635950677708,88.89464761328765,3.273076128955288,16.675423230145427
96.7693480339359,4.323685350771678,38.102328027871714,24.351551159347007,12.950375834169725,50.49512135505899,88.59010314299796,39.76710322850574,97.77192122524639,59.873928402504795,57.366651433573864,46.18171185206863
24.048583060788133,43.096201035836486,17.6120238544743,33.95702462450685,17.269296337420712,22.7900120671946,10.521974783559052,3.7954230769822073,61.71020919995295,69.13744257071988,52.934394091821005,57.43672829463936
40.07885715854547,55.0500083850289,89.47371897870539,11.908078195639693,15.83487785896427,73.40823423346635,46.25127829315284,28.136466162176067,26.387496494948625,11.770068450723404,71.02579194847418,9.555415508411746
21.332346546387313,48.717559855045465,19.623196234284855,76.49212632968228,52.19221534349252,95.9669164168946,89.92456698380884,6.0340050658658555,23.766989536911876,66.86877661672021,85.3682112746814,79.30265541306971
7.88771132031817,67.9535511493529,84.93172271677312,8.2453823090622,57.44493564702239,94.1957880062257,92.96040836819303,83.29223085601805,37.71026581625267,63.53191829651033,37.02137804238319,0.6307291885441102
78.47307737033913,30.883288105574337,70.41829350593339,94.34060351666818,97.60458912096533,5.972070632390992,35.54221513663601,7.083516499534981,95.8152909481095,79.29366233173248,39.7223716536137,95.91186849370251
31.42203751533087,60.02324022389283,86.53559064796269,71.59140657169772,12.697488621744535,25.01278790507421,22.146314817302613,73.37033418235592,12.264458979278569,89.05829718064011,56.15912505375194,25.081163430415465
74.18314680727536,60.96683356145041,98.86214060644589,97.00556184623868,84.5086138743629,87.72381494587987,85.7237660878989,90.08549251228881,23.55746539214765,64.3024709338937,92.2214476766781,25.46267412375408
81.14821773012079,52.044969538919815,42.54532616889192,79.6348281861125,92.53468252828281,80.7399451515438,67.93018238465407,53.272475233415626,11.609229422972867,52.88846787099326,69.22990436071996,98.51356744783715
85.16794030765017,93.06117849380377,11.389722133860204,50.22736020974479,65.47776106129437,47.99296630454912,2.8828910109636174,23.41900813790897,61.5989263448362,19.191945003100408,99.34694301938677,52.69730583019736
25.009849279460774,75.37761342138121,10.557896194471173,86.95103399664823,76.0255566328253,61.73575052724013,62.832018275895116,59.62641031396254,13.224246658802297,70.22759089124102,45.57893006001663,77.51149574513447
38.92358024914061,10.773965414755294,43.710468889416575,19.257807878616028,56.157184512811455,35.40140200616773,55.64910689971869,86.94515830021192,14.634753359619824,80.42173498402579,91.46874439760919,9.771911577029059
19.838957224645448,7.738075853833248,65.1867857242887,74.60177118940456,57.65318836735679,9.415485563727577,11.489754401406172,33.2792414921532,57.41268780214379,22.187118929363013,16.06289080655795,62.615351054763224
62.44121028866262,35.52271724912769,95.00961027278375,54.30198388714115,44.23013267968137,72.48126061655972,70.56630497219591,90.36030100817176,64.85166282628788,47.32183441401181,48.03913867390931,7.522562547657008
23.536668059344045,68.93872345911964,32.39647265227341,55.08805795367834,0.7643610342743634,13.817872192309022,19.341820737878656,63.495993992668765,49.9639626514026,83.06562216239938,94.06803213458409,81.28795146790017
77.09272358837318,43.55914125355448,10.110586150650324,49.69772716845888,8.48931064405618,46.767646045931365,25.808292614569684,49.878055639373706,76.94294947338575,57.94755381296161,52.89314207531558,47.90347776419931
84.05815411976602,92.74218644786566,96.25507633960501,76.27993708008842,73.92881004328176,92.57605899907371,97.79314239555448,21.043094998477873,86.25224224440402,10.26054708526829,18.865437951998622,60.082127406570194
17.013451879601284,43.76972195981417,98.83606971801564,12.543615317673929,65.63382407795005,54.54343007499502,77.67559951458634,86.1382191780535,95.22833113087931,67.55028420478924,72.00486793067341,14.886002284819632
