Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
26.348736958398888,88.23849194434983,46.97882886022635,38.624457674388225,34.424807586228845,9.299857415532554,1.0000290967897674,48.18876325274144,67.0099336864387,79.03106653202225,28.937692303704154,83.86271384023901
51.25816956205418,67.40873298522312,53.44349934632109,0.13643621806309625,70.24979479094678,20.676053793751827,32.647220962373645,65.52726754028039,29.81816031348804,10.115247525784365,51.560845803088405,43.851322236319
52.113315198850685,89.90459852590513,92.89087643388355,88.10214991381922,14.456119781242894,33.59355800178353,99.17218440890075,28.051356854116705,79.52587506461151,84.58904579027468,97.5005340705508,57.3797432849069
0.42029099902871625,5.668627070829024,27.56234024626102,85.29749152372649,12.04395802518915,58.13060706961879,72.02209912154956,1.589051881309167,83.64319683742511,97.83325607859172,70.73291640051795,69.23804657500676
67.80804756468044,39.28163964931164,91.10407394421311,8.778453644006202,82.95615489298132,95.94999032219587,58.596353311597696,78.01464340491576,72.4186598762115,88.36864990740384,29.676687300941385,85.09595470869394
97.5522087604322,59.34452379642546,53.80800014981282,64.28018937295478,7.729394672606205,70.93216293590197,92.08353510705993,40.45172011590026,93.5863077659201,51.06739224928627,76.9641420800184,21.13465537324023
68.6624103104745,50.14834172786144,22.554589059891494,87.35857403514471,3.425212438644565,43.92503313624323,44.56942931496647,12.884003260029942,33.74410324160881,53.050075437036604,8.662621509375024,98.04902306903956
41.467468488473756,62.58831414613055,26.08414218871654,36.32574125869924,22.50818849447156,11.793512931299176,84.93447968060524,72.0613328415502,59.65272076945251,28.313626062668607,83.900946240354,67.76025232461296
33.98878133102319,18.144728894291127,69.45740324768074,74.21005417296051,37.27552131544433,19.15777096710476,39.01146008696518,26.34121199848405,79.65495245379559,46.08777899961154,15.893072601378954,93.33497878356577
41.16644222699405,45.05609129310195,24.26066328956106,64.67953684627511,91.06975679208615,97.51488941899213,51.795828157875,9.149862731129044,53.668210574375344,81.6783664256752,59.29841873497814,90.08649382395927
62.295015657239894,5.092293531168646,39.61138888974417,89.45316860433599,83.6580138403358,46.90799623100902,66.45745511970749,96.43478264366547,81.23904793043327,79.86442087231654,43.99157307981889,86.68038047236585
89.01288467947562,63.285421728118074,4.2767722468854075,46.914448531404126,0.532667153624411,64.90294080275521,80.06589497900745,60.096716223959724,53.736387018633344,11.779869984982138,88.73232039410539,96.82941066405185
65.32773132607834,14.428423682469749,0.10050783811068609,7.837624449997915,46.27372433988187,85.64852111498719,82.35182194155823,85.68804779821694,37.468247757568285,67.09220118438,86.68642269328284,66.64534727990586
55.439584072153366,70.5450964162249,91.55644016129308,51.25172437586758,70.29206541855413,5.440336669741219,49.53952220567578,77.50895506846962,68.00605093444479,2.9088917941672565,53.61859585645266,18.473703146220068
50.776368862850184,35.859686477114,17.70981623463076,50.695062661696745,63.40026023258913,48.68553302397907,77.0437243606021,90.26902321072716,43.940181090855354,92.06903003137987,6.452082375227219,70.94420971628207
17.849797315089244,14.660268324683345,66.9831003256842,48.438849929168185,63.89365144224267,20.506797717805892,90.66185987615059,41.50602460983828,94.87914327355332,74.59561128638789,14.583996195247916,57.24915309272569
83.10309536958968,54.30353971480882,16.044821289863332,96.41615038373341,45.96275052281737,82.03220750604603,5.283410542923872,53.88718515156176,48.51475077170997,67.58933279988167,23.146991236099336,44.95057323693478
71.94045927322279,61.1596377562048,39.59214550312053,54.633468484757316,58.57612650041312,98.97598662246426,70.79116344583854,51.38602099894373,45.27988278912542,29.932155861238563,10.807226526450819,28.984019593895994
44.2431267801097,51.87455548521517,70.71763204766074,33.48435632085043,56.371402050866635,28.226703681659217,40.36519353737184,94.53730003895976,66.1529086462378,81.74100173707535,13.540696200865664,50.7838494265788
33.528164939724704,0.7476965277549041,29.910151883611945,87.51860736785984,38.579654550115826,40.000507821408846,9.847140374756814,69.73772862658674,98.99194130540883,40.03902998250777,86.24815842600188,53.66749763240749
81.22396086852282,70.40999071330074,98.81074127261019,23.55035747293873,29.824726519579905,53.55160409665015,68.70647037952433,6.475119932494411,90.80645515009184,91.6659819762072,18.63172535015468,12.014645380109823
55.755056411165825,81.1832509515873,53.15318495662478,96.25507388523322,66.21894254088771,95.16144155618646,25.00335574550877,53.15821898212808,95.40661043639585,58.070625198275394,65.38771996310054,52.42121489121283
24.633838332965063,81.83927722037973,29.67637704258953,61.54303235735368,51.414883902578,20.771650201810154,79.36637629487394,16.32796942342296,49.68069970873662,57.53885262222573,33.49786827143263,30.71323136571904
61.26766819877984,1.7444529521168262,80.84917625400126,26.12990861943206,31.87425513164349,16.24247577235437,4.199802201246749,79.99072657526914,1.3093246154515348,0.36757344518926205,65.99975870894093,74.3768785370651
20.180099156827403,29.50911934191698,11.103320210010759,50.079534108712465,20.38587164235596,59.53284357867247,10.425654991568155,24.352221321640812,80.53290131328852,3.327874330408198,90.16248865789406,8.645926575966955
21.28882694943407,10.573419359036585,88.67100987685289,81.15972978906557,69.40501639860705,4.592096559462044,27.178607617002925,4.444213672271847,67.15704885047793,35.62341777964574,49.80175138300803,57.75362617897572
